"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-30,"GA 648","CGK3-?
(Domestic)","129 ",7,136
2017-04-30,"GA 646","CGK3-AMQ
(Domestic)","137 ",7,144
2017-04-30,"GA 536","CGK3-BDJ
(Domestic)","98 ",10,108
2017-04-30,"GA 538","CGK3-BDJ
(Domestic)","79 ",7,86
2017-04-30,"GA 534","CGK3-BDJ
(Domestic)","113 ",2,115
2017-04-30,"GA 532","CGK3-BDJ
(Domestic)","99 ",14,113
2017-04-30,"GA 530","CGK3-BDJ
(Domestic)","132 ",0,132
2017-04-30,"GA 528","CGK3-BDJ
(Domestic)","115 ",20,135
2017-04-30,"GA 296","CGK3-BKS
(Domestic)","45 ",0,45
2017-04-30,"GA 298","CGK3-BKS
(Domestic)","55 ",23,78
2017-04-30,"GA 562","CGK3-BPN
(Domestic)","39 ",0,39
2017-04-30,"GA 560","CGK3-BPN
(Domestic)","30 ",0,30
2017-04-30,"GA 564","CGK3-BPN
(Domestic)","57 ",4,61
2017-04-30,"GA 570","CGK3-BPN
(Domestic)","103 ",6,109
2017-04-30,"GA 576","CGK3-BPN
(Domestic)","84 ",13,97
2017-04-30,"GA 572","CGK3-BPN
(Domestic)","77 ",10,87
2017-04-30,"GA 568","CGK3-BPN
(Domestic)","120 ",19,139
2017-04-30,"GA 150","CGK3-BTH
(Domestic)","55 ",1,56
2017-04-30,"GA 152","CGK3-BTH
(Domestic)","88 ",13,101
2017-04-30,"GA 154","CGK3-BTH
(Domestic)","110 ",18,128
2017-04-30,"GA 158","CGK3-BTH
(Domestic)","88 ",11,99
2017-04-30,"GA 156","CGK3-BTH
(Domestic)","75 ",7,82
2017-04-30,"GA 146","CGK3-BTJ
(Domestic)","91 ",47,138
2017-04-30,"GA 140","CGK3-BTJ
(Domestic)","101 ",2,103
2017-04-30,"GA 142","CGK3-BTJ
(Domestic)","77 ",58,135
2017-04-30,"GA 132","CGK3-DJB
(Domestic)","55 ",19,74
2017-04-30,"GA 134","CGK3-DJB
(Domestic)","84 ",26,110
2017-04-30,"GA 130","CGK3-DJB
(Domestic)","35 ",0,35
2017-04-30,"GA 128","CGK3-DJB
(Domestic)","53 ",15,68
2017-04-30,"GA 126","CGK3-DJB
(Domestic)","47 ",5,52
2017-04-30,"GA 656","CGK3-DJJ
(Domestic)","129 ",12,141
2017-04-30,"GA 426","CGK3-DPS
(Domestic)","120 ",14,134
2017-04-30,"GA 652","CGK3-DPS
(Domestic)","82 ",6,88
2017-04-30,"GA 422","CGK3-DPS
(Domestic)","151 ",11,162
2017-04-30,"GA 418","CGK3-DPS
(Domestic)","170 ",6,176
2017-04-30,"GA 424","CGK3-DPS
(Domestic)","122 ",1,123
2017-04-30,"GA 412","CGK3-DPS
(Domestic)","276 ",9,285
2017-04-30,"GA 410","CGK3-DPS
(Domestic)","153 ",6,159
2017-04-30,"GA 408","CGK3-DPS
(Domestic)","129 ",10,139
2017-04-30,"GA 414","CGK3-DPS
(Domestic)","89 ",10,99
2017-04-30,"GA 404","CGK3-DPS
(Domestic)","130 ",10,140
2017-04-30,"GA 402","CGK3-DPS
(Domestic)","204 ",15,219
2017-04-30,"GA 400","CGK3-DPS
(Domestic)","122 ",1,123
2017-04-30,"GA 420","CGK3-DPS
(Domestic)","96 ",7,103
2017-04-30,"GA 438","CGK3-DPS
(Domestic)","139 ",5,144
2017-04-30,"GA 268","CGK3-DTB
(Domestic)","49 ",2,51
2017-04-30,"GA 218","CGK3-JOG
(Domestic)","115 ",12,127
2017-04-30,"GA 204","CGK3-JOG
(Domestic)","134 ",4,138
2017-04-30,"GA 208","CGK3-JOG
(Domestic)","98 ",15,113
2017-04-30,"GA 216","CGK3-JOG
(Domestic)","102 ",9,111
2017-04-30,"GA 214","CGK3-JOG
(Domestic)","110 ",14,124
2017-04-30,"GA 212","CGK3-JOG
(Domestic)","92 ",27,119
2017-04-30,"GA 210","CGK3-JOG
(Domestic)","110 ",2,112
2017-04-30,"GA 206","CGK3-JOG
(Domestic)","117 ",10,127
2017-04-30,"GA 202","CGK3-JOG
(Domestic)","133 ",0,133
2017-04-30,"GA 182","CGK3-KNO
(Domestic)","53 ",2,55
2017-04-30,"GA 188","CGK3-KNO
(Domestic)","84 ",9,93
2017-04-30,"GA 118","CGK3-KNO
(Domestic)","91 ",15,106
2017-04-30,"GA 122","CGK3-KNO
(Domestic)","102 ",18,120
2017-04-30,"GA 190","CGK3-KNO
(Domestic)","82 ",15,97
2017-04-30,"GA 194","CGK3-KNO
(Domestic)","63 ",4,67
