"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-15,"GA 648","CGK3-?
(Domestic)","121 ",11,132
2017-04-15,"GA 646","CGK3-AMQ
(Domestic)","60 ",9,69
2017-04-15,"GA 538","CGK3-BDJ
(Domestic)","21 ",5,26
2017-04-15,"GA 530","CGK3-BDJ
(Domestic)","58 ",1,59
2017-04-15,"GA 532","CGK3-BDJ
(Domestic)","42 ",9,51
2017-04-15,"GA 534","CGK3-BDJ
(Domestic)","50 ",13,63
2017-04-15,"GA 536","CGK3-BDJ
(Domestic)","30 ",8,38
2017-04-15,"GA 528","CGK3-BDJ
(Domestic)","46 ",9,55
2017-04-15,"GA 296","CGK3-BKS
(Domestic)","53 ",1,54
2017-04-15,"GA 298","CGK3-BKS
(Domestic)","39 ",18,57
2017-04-15,"GA 572","CGK3-BPN
(Domestic)","72 ",5,77
2017-04-15,"GA 570","CGK3-BPN
(Domestic)","83 ",18,101
2017-04-15,"GA 568","CGK3-BPN
(Domestic)","85 ",12,97
2017-04-15,"GA 564","CGK3-BPN
(Domestic)","49 ",11,60
2017-04-15,"GA 562","CGK3-BPN
(Domestic)","23 ",0,23
2017-04-15,"GA 560","CGK3-BPN
(Domestic)","62 ",0,62
2017-04-15,"GA 576","CGK3-BPN
(Domestic)","41 ",8,49
2017-04-15,"GA 150","CGK3-BTH
(Domestic)","25 ",0,25
2017-04-15,"GA 154","CGK3-BTH
(Domestic)","46 ",15,61
2017-04-15,"GA 158","CGK3-BTH
(Domestic)","49 ",24,73
2017-04-15,"GA 152","CGK3-BTH
(Domestic)","84 ",5,89
2017-04-15,"GA 140","CGK3-BTJ
(Domestic)","68 ",5,73
2017-04-15,"GA 146","CGK3-BTJ
(Domestic)","64 ",19,83
2017-04-15,"GA 142","CGK3-BTJ
(Domestic)","67 ",32,99
2017-04-15,"GA 130","CGK3-DJB
(Domestic)","31 ",0,31
2017-04-15,"GA 134","CGK3-DJB
(Domestic)","61 ",25,86
2017-04-15,"GA 126","CGK3-DJB
(Domestic)","43 ",5,48
2017-04-15,"GA 128","CGK3-DJB
(Domestic)","40 ",18,58
2017-04-15,"GA 132","CGK3-DJB
(Domestic)","61 ",4,65
2017-04-15,"GA 656","CGK3-DJJ
(Domestic)","87 ",16,103
2017-04-15,"GA 408","CGK3-DPS
(Domestic)","63 ",7,70
2017-04-15,"GA 404","CGK3-DPS
(Domestic)","79 ",4,83
2017-04-15,"GA 410","CGK3-DPS
(Domestic)","134 ",10,144
2017-04-15,"GA 418","CGK3-DPS
(Domestic)","113 ",4,117
2017-04-15,"GA 412","CGK3-DPS
(Domestic)","166 ",11,177
2017-04-15,"GA 420","CGK3-DPS
(Domestic)","35 ",0,35
2017-04-15,"GA 422","CGK3-DPS
(Domestic)","148 ",12,160
2017-04-15,"GA 402","CGK3-DPS
(Domestic)","65 ",1,66
2017-04-15,"GA 424","CGK3-DPS
(Domestic)","78 ",0,78
2017-04-15,"GA 426","CGK3-DPS
(Domestic)","37 ",8,45
2017-04-15,"GA 652","CGK3-DPS
(Domestic)","33 ",4,37
2017-04-15,"GA 438","CGK3-DPS
(Domestic)","38 ",0,38
2017-04-15,"GA 400","CGK3-DPS
(Domestic)","53 ",1,54
2017-04-15,"GA 414","CGK3-DPS
(Domestic)","70 ",9,79
2017-04-15,"GA 262","CGK3-FLZ
(Domestic)","43 ",2,45
2017-04-15,"GA 218","CGK3-JOG
(Domestic)","45 ",18,63
2017-04-15,"GA 216","CGK3-JOG
(Domestic)","54 ",7,61
2017-04-15,"GA 212","CGK3-JOG
(Domestic)","86 ",7,93
2017-04-15,"GA 210","CGK3-JOG
(Domestic)","69 ",17,86
2017-04-15,"GA 208","CGK3-JOG
(Domestic)","71 ",22,93
2017-04-15,"GA 202","CGK3-JOG
(Domestic)","97 ",4,101
2017-04-15,"GA 214","CGK3-JOG
(Domestic)","61 ",22,83
2017-04-15,"GA 204","CGK3-JOG
(Domestic)","103 ",6,109
2017-04-15,"GA 206","CGK3-JOG
(Domestic)","94 ",6,100
2017-04-15,"GA 196","CGK3-KNO
(Domestic)","31 ",38,69
2017-04-15,"GA 122","CGK3-KNO
(Domestic)","9 ",52,61
2017-04-15,"GA 118","CGK3-KNO
(Domestic)","72 ",29,101
2017-04-15,"GA 194","CGK3-KNO
(Domestic)","37 ",1,38
2017-04-15,"GA 186","CGK3-KNO
(Domestic)","79 ",9,88
2017-04-15,"GA 184","CGK3-KNO
(Domestic)","83 ",16,99
2017-04-15,"GA 180","CGK3-KNO
(Domestic)","74 ",1,75
2017-04-15,"GA 192","CGK3-KNO
(Domestic)","50 ",48,98
2017-04-15,"GA 190","CGK3-KNO
(Domestic)","58 ",31,89
2017-04-15,"GA 456","CGK3-KOE
(Domestic)","24 ",0,24
2017-04-15,"GA 452","CGK3-LBJ
(Domestic)","37 ",1,38
2017-04-15,"GA 430","CGK3-LOP
(Domestic)","46 ",4,50
2017-04-15,"GA 434","CGK3-LOP
(Domestic)","102 ",3,105
2017-04-15,"GA 440","CGK3-LOP
(Domestic)","28 ",7,35
2017-04-15,"GA 432","CGK3-LOP
(Domestic)","30 ",0,30
2017-04-15,"GA 600","CGK3-MDC
(Domestic)","49 ",14,63
2017-04-15,"GA 626","CGK3-MDC
(Domestic)","43 ",10,53
2017-04-15,"GA 606","CGK3-MDC
(Domestic)","33 ",1,34
2017-04-15,"GA 602","CGK3-MDC
(Domestic)","52 ",6,58
2017-04-15,"GA 290","CGK3-MLG
(Domestic)","51 ",4,55
2017-04-15,"GA 292","CGK3-MLG
(Domestic)","50 ",14,64
2017-04-15,"GA 162","CGK3-PDG
(Domestic)","85 ",32,117
2017-04-15,"GA 166","CGK3-PDG
(Domestic)","78 ",22,100
2017-04-15,"GA 148","CGK3-PDG
(Domestic)","81 ",12,93
2017-04-15,"GA 168","CGK3-PDG
(Domestic)","65 ",6,71
2017-04-15,"GA 160","CGK3-PDG
(Domestic)","85 ",2,87
2017-04-15,"GA 164","CGK3-PDG
(Domestic)","116 ",21,137
2017-04-15,"GA 124","CGK3-PDG
(Domestic)","51 ",5,56
2017-04-15,"GA 136","CGK3-PGK
(Domestic)","54 ",13,67
2017-04-15,"GA 178","CGK3-PKU
(Domestic)","44 ",19,63
2017-04-15,"GA 198","CGK3-PKU
(Domestic)","29 ",27,56
2017-04-15,"GA 174","CGK3-PKU
(Domestic)","58 ",15,73
2017-04-15,"GA 172","CGK3-PKU
(Domestic)","41 ",5,46
2017-04-15,"GA 170","CGK3-PKU
(Domestic)","37 ",0,37
2017-04-15,"GA 144","CGK3-PKU
(Domestic)","29 ",11,40
2017-04-15,"GA 176","CGK3-PKU
(Domestic)","73 ",19,92
2017-04-15,"GA 552","CGK3-PKY
(Domestic)","61 ",24,85
2017-04-15,"GA 550","CGK3-PKY
(Domestic)","54 ",1,55
2017-04-15,"GA 120","CGK3-PLM
(Domestic)","46 ",23,69
2017-04-15,"GA 110","CGK3-PLM
(Domestic)","89 ",11,100
2017-04-15,"GA 108","CGK3-PLM
(Domestic)","54 ",34,88
2017-04-15,"GA 104","CGK3-PLM
(Domestic)","77 ",11,88
2017-04-15,"GA 102","CGK3-PLM
(Domestic)","47 ",0,47
2017-04-15,"GA 114","CGK3-PLM
(Domestic)","74 ",30,104
2017-04-15,"GA 100","CGK3-PLM
(Domestic)","50 ",2,52
2017-04-15,"GA 116","CGK3-PLM
(Domestic)","52 ",7,59
2017-04-15,"GA 106","CGK3-PLM
(Domestic)","64 ",10,74
2017-04-15,"GA 622","CGK3-PLW
(Domestic)","58 ",8,66
2017-04-15,"GA 502","CGK3-PNK
(Domestic)","40 ",8,48
2017-04-15,"GA 500","CGK3-PNK
(Domestic)","39 ",0,39
2017-04-15,"GA 504","CGK3-PNK
(Domestic)","48 ",3,51
2017-04-15,"GA 512","CGK3-PNK
(Domestic)","33 ",5,38
