"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-06,"GA 7132","PLM-BKS
(Domestic)","69 ",0,69
2017-03-06,"GA 119","PLM-CGK
(Domestic)","98 ",2,100
2017-03-06,"GA 117","PLM-CGK
(Domestic)","62 ",0,62
2017-03-06,"GA 115","PLM-CGK
(Domestic)","98 ",1,99
2017-03-06,"GA 113","PLM-CGK
(Domestic)","99 ",1,100
2017-03-06,"GA 111","PLM-CGK
(Domestic)","97 ",2,99
2017-03-06,"GA 109","PLM-CGK
(Domestic)","119 ",0,119
2017-03-06,"GA 101","PLM-CGK
(Domestic)","130 ",1,131
2017-03-06,"GA 103","PLM-CGK
(Domestic)","84 ",0,84
2017-03-06,"GA 105","PLM-CGK
(Domestic)","110 ",0,110
2017-03-06,"GA 107","PLM-CGK
(Domestic)","80 ",0,80
2017-03-06,"GA 7114","PLM-DJB
(Domestic)","65 ",1,66
2017-03-06,"GA 266","PLM-DPS
(Domestic)","27 ",5,32
2017-03-06,"GA 267","PLM-KNO
(Domestic)","25 ",25,50
2017-03-06,"GA 7126","PLM-PGK
(Domestic)","66 ",1,67
2017-03-06,"GA 7128","PLM-TKG
(Domestic)","25 ",0,25
