"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-12,"GA 7132","PLM-BKS
(Domestic)","47 ",0,47
2017-04-12,"GA 119","PLM-CGK
(Domestic)","96 ",0,96
2017-04-12,"GA 117","PLM-CGK
(Domestic)","133 ",4,137
2017-04-12,"GA 115","PLM-CGK
(Domestic)","153 ",0,153
2017-04-12,"GA 113","PLM-CGK
(Domestic)","118 ",0,118
2017-04-12,"GA 111","PLM-CGK
(Domestic)","143 ",1,144
2017-04-12,"GA 109","PLM-CGK
(Domestic)","135 ",1,136
2017-04-12,"GA 101","PLM-CGK
(Domestic)","86 ",1,87
2017-04-12,"GA 103","PLM-CGK
(Domestic)","120 ",0,120
2017-04-12,"GA 105","PLM-CGK
(Domestic)","99 ",2,101
2017-04-12,"GA 107","PLM-CGK
(Domestic)","135 ",2,137
2017-04-12,"GA 7114","PLM-DJB
(Domestic)","60 ",0,60
2017-04-12,"GA 266","PLM-DPS
(Domestic)","59 ",23,82
2017-04-12,"GA 267","PLM-KNO
(Domestic)","47 ",29,76
2017-04-12,"GA 7126","PLM-PGK
(Domestic)","53 ",1,54
2017-04-12,"GA 7128","PLM-TKG
(Domestic)","65 ",0,65
