"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-28,"GA 270","KNO-BTH
(Domestic)","62 ",0,62
2017-04-28,"GA 121","KNO-CGK
(Domestic)","116 ",13,129
2017-04-28,"GA 197","KNO-CGK
(Domestic)","129 ",0,129
2017-04-28,"GA 195","KNO-CGK
(Domestic)","133 ",16,149
2017-04-28,"GA 193","KNO-CGK
(Domestic)","123 ",25,148
2017-04-28,"GA 191","KNO-CGK
(Domestic)","130 ",1,131
2017-04-28,"GA 189","KNO-CGK
(Domestic)","153 ",2,155
2017-04-28,"GA 187","KNO-CGK
(Domestic)","113 ",5,118
2017-04-28,"GA 185","KNO-CGK
(Domestic)","82 ",3,85
2017-04-28,"GA 183","KNO-CGK
(Domestic)","124 ",1,125
2017-04-28,"GA 181","KNO-CGK
(Domestic)","80 ",0,80
2017-04-28,"GA 123","KNO-CGK
(Domestic)","108 ",0,108
2017-04-28,"GA 7116","KNO-GNS
(Domestic)","51 ",2,53
2017-04-28,"GA 7124","KNO-LSW
(Domestic)","39 ",16,55
2017-04-28,"GA 266","KNO-PLM
(Domestic)","64 ",0,64
2017-04-28,"GA 7112","KNO-SBG
(Domestic)","45 ",16,61
2017-04-28,"GA 850","KNO-SIN
(International)","62 ",2,64
2017-04-28,"MH 861","KNO-KUL
(International)","151 ",1,152
2017-04-28,"MH 865","KNO-KUL
(International)","147 ",1,148
2017-04-28,"MI 233","KNO-SIN
(International)","124 ",1,125
2017-04-28,"MI 237","KNO-SIN
(International)","149 ",1,150
