"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-03,"GA 648","CGK3-?
(Domestic)","133 ",8,141
2017-04-03,"GA 646","CGK3-AMQ
(Domestic)","117 ",9,126
2017-04-03,"GA 536","CGK3-BDJ
(Domestic)","49 ",1,50
2017-04-03,"GA 528","CGK3-BDJ
(Domestic)","63 ",19,82
2017-04-03,"GA 530","CGK3-BDJ
(Domestic)","121 ",1,122
2017-04-03,"GA 532","CGK3-BDJ
(Domestic)","107 ",12,119
2017-04-03,"GA 534","CGK3-BDJ
(Domestic)","63 ",7,70
2017-04-03,"GA 538","CGK3-BDJ
(Domestic)","38 ",3,41
2017-04-03,"GA 298","CGK3-BKS
(Domestic)","61 ",16,77
2017-04-03,"GA 296","CGK3-BKS
(Domestic)","90 ",3,93
2017-04-03,"GA 562","CGK3-BPN
(Domestic)","119 ",1,120
2017-04-03,"GA 564","CGK3-BPN
(Domestic)","141 ",14,155
2017-04-03,"GA 568","CGK3-BPN
(Domestic)","99 ",18,117
2017-04-03,"GA 560","CGK3-BPN
(Domestic)","123 ",0,123
2017-04-03,"GA 570","CGK3-BPN
(Domestic)","118 ",18,136
2017-04-03,"GA 576","CGK3-BPN
(Domestic)","74 ",14,88
2017-04-03,"GA 572","CGK3-BPN
(Domestic)","110 ",21,131
2017-04-03,"GA 566","CGK3-BPN
(Domestic)","111 ",11,122
2017-04-03,"GA 150","CGK3-BTH
(Domestic)","111 ",1,112
2017-04-03,"GA 152","CGK3-BTH
(Domestic)","94 ",5,99
2017-04-03,"GA 154","CGK3-BTH
(Domestic)","49 ",7,56
2017-04-03,"GA 158","CGK3-BTH
(Domestic)","57 ",11,68
2017-04-03,"GA 156","CGK3-BTH
(Domestic)","32 ",2,34
2017-04-03,"GA 146","CGK3-BTJ
(Domestic)","90 ",19,109
2017-04-03,"GA 142","CGK3-BTJ
(Domestic)","88 ",16,104
2017-04-03,"GA 140","CGK3-BTJ
(Domestic)","114 ",3,117
2017-04-03,"GA 134","CGK3-DJB
(Domestic)","91 ",28,119
